locus_tag,gene_name,old_locus_tag,start,end,strand,gene_product,COG,uniprot
b3166,truB,,3311833,3312777,-,tRNA pseudouridine(55) synthase,"Translation, ribosomal structure and biogenesis",P60340
b3167,rbfA,,3312777,3313178,-,30S ribosome binding factor,"Translation, ribosomal structure and biogenesis",P0A7G2
b3168,infB,,3313342,3316014,-,translation initiation factor IF-2,"Translation, ribosomal structure and biogenesis",P0A705
b3169,nusA,,3316039,3317526,-,transcription termination/antitermination protein NusA,Transcription,P0AFF6
b3170,rimP,,3317554,3318006,-,ribosome maturation factor RimP,Function unknown,P0A8A8
b3172,argG,,3318637,3319980,+,argininosuccinate synthetase,Nucleotide transport and metabolism,P0A6E4
b3173,yhbX,,3319988,3321613,-,putative hydrolase%2C inner membrane,Function unknown,P42640
b3175,secG,,3322173,3322505,-,Sec translocon subunit SecG,"Intracellular trafficking, secretion, and vesicular transport",P0AG99
b3176,glmM,,3322733,3324070,-,phosphoglucosamine mutase,Carbohydrate transport and metabolism,P31120
b3177,folP,,3324063,3324911,-,dihydropteroate synthase,Coenzyme transport and metabolism,P0AC13
b3178,ftsH,,3325001,3326935,-,ATP-dependent zinc metalloprotease FtsH,"Post-translational modification, protein turnover,and chaperones",P0AAI3
b3179,rlmE,,3327035,3327664,-,23S rRNA 2'-O-ribose U2552 methyltransferase,"Translation, ribosomal structure and biogenesis",P0C0R7
b3180,yhbY,,3327790,3328083,+,ribosome assembly factor YhbY,"Translation, ribosomal structure and biogenesis",P0AGK4
b3181,greA,,3328239,3328715,-,transcription elongation factor GreA,Transcription,P0A6W5
b3182,dacB,,3328963,3330396,+,peptidoglycan DD-endopeptidase DacB,Cell wall/membrane/envelope biogenesis,P24228
b3183,obgE,,3330582,3331754,-,GTPase ObgE,Function unknown,P42641
b3184,yhbE,,3331770,3332735,-,inner membrane protein YhbE,Amino acid transport and metabolism,P0AA73
b3185,rpmA,,3332862,3333119,-,50S ribosomal subunit protein L27,"Translation, ribosomal structure and biogenesis",P0A7L8
b3186,rplU,,3333140,3333451,-,50S ribosomal subunit protein L21,"Translation, ribosomal structure and biogenesis",P0AG48
b3187,ispB,,3333710,3334681,+,all-trans-octaprenyl-diphosphate synthase,Coenzyme transport and metabolism,P0AD57
b3188,sfsB,,3334909,3335187,+,putative transcriptional regulator SfsB,Transcription,P0ACH1
b3189,murA,,3335235,3336494,-,UDP-N-acetylglucosamine 1-carboxyvinyltransferase,Cell wall/membrane/envelope biogenesis,P0A749
b3190,ibaG,,3336549,3336803,-,acid stress protein IbaG,Transcription,P0A9W6
b3191,mlaB,,3336963,3337256,-,intermembrane phospholipid transport system protein MlaB,Function unknown,P64602
b3192,mlaC,,3337256,3337891,-,intermembrane phospholipid transport system - periplasmic binding protein,"Secondary metabolites biosynthesis, transport, and catabolism",P0ADV7
b3193,mlaD,,3337910,3338461,-,intermembrane phospholipid transport system%2C substrate binding protein MlaD,"Secondary metabolites biosynthesis, transport, and catabolism",P64604
b3194,mlaE,,3338466,3339248,-,intermembrane phospholipid transport system%2C integral membrane subunit MlaE,"Secondary metabolites biosynthesis, transport, and catabolism",P64606
b3195,mlaF,,3339256,3340065,-,intermembrane phospholipid transport system%2C ATP binding subunit MlaF,Inorganic ion transport and metabolism,P63386
b3196,yrbG,,3340275,3341252,+,putative transport protein YrbG,Inorganic ion transport and metabolism,P45394
b3197,kdsD,,3341266,3342252,+,D-arabinose 5-phosphate isomerase KdsD,Cell wall/membrane/envelope biogenesis,P45395
b3198,kdsC,,3342273,3342839,+,3-deoxy-D-manno-octulosonate 8-phosphate phosphatase KdsC,Nucleotide transport and metabolism,P0ABZ4
b3199,lptC,,3342836,3343411,+,lipopolysaccharide transport system protein LptC,"Intracellular trafficking, secretion, and vesicular transport",P0ADV9
b3200,lptA,,3343380,3343937,+,lipopolysaccharide transport system protein LptA,Function unknown,P0ADV1
b3201,lptB,,3343944,3344669,+,lipopolysaccharide transport system ATP binding protein,Inorganic ion transport and metabolism,P0A9V1
b3202,rpoN,,3344717,3346150,+,RNA polymerase%2C sigma 54 (sigma N) factor,Transcription,P24255
b3203,hpf,,3346173,3346460,+,ribosome hibernation-promoting factor,"Translation, ribosomal structure and biogenesis",P0AFX0
b3204,ptsN,,3346578,3347069,+,phosphotransferase system enzyme IIA(Ntr),Carbohydrate transport and metabolism,P69829
b3205,rapZ,,3347115,3347969,+,RNase adaptor protein,Function unknown,P0A894
b3206,npr,,3347966,3348238,+,phosphorelay protein Npr,Carbohydrate transport and metabolism,P0A9N0
b3207,yrbL,,3348452,3349084,+,protein kinase-like domain-containing protein YrbL,Transcription,P64610
b3208,mtgA,,3349081,3349809,-,peptidoglycan glycosyltransferase MtgA,Cell wall/membrane/envelope biogenesis,P46022
b3209,elbB,,3349806,3350459,-,low activity glyoxalase ElbB,"Secondary metabolites biosynthesis, transport, and catabolism",P0ABU5
b3210,arcB,,3350689,3353025,-,sensory histidine kinase ArcB,Signal transduction mechanisms,P0AEC3
b3211,yhcC,,3353121,3354050,-,radical SAM family oxidoreductase YhcC,Function unknown,P0ADW6
b3212,gltB,,3354725,3359185,+,glutamate synthase subunit GltB,Amino acid transport and metabolism,P09831
b3213,gltD,,3359198,3360616,+,glutamate synthase subunit GltD,Energy production and conversion,P09832
b3214,gltF,,3361176,3361940,+,periplasmic protein GltF,Cell motility,P28721
b3215,yhcA,,3362112,3362786,+,putative fimbrial chaperone YhcA,Cell motility,P28722
b3216,yhcD,,3362807,3365188,+,putative fimbrial usher protein YhcD,Cell motility,P45420
b4569,yhcE,,3365185,3365555,+,putative uncharacterized protein YhcE,No COG annotation,
b3218,insH-10,,3365702,3366718,-,IS5 transposase and trans-activator,"Replication, recombination and repair",A0A385XJE6
b3219,yhcF,,3366926,3367642,+,DUF1120 domain-containing protein YhcF,Cell motility,P45422
b3220,yhcG,,3367827,3368954,+,DUF1016 domain-containing protein YhcG,Function unknown,P45423
b3221,yhcH,,3369014,3369478,-,DUF386 domain-containing protein YhcH,Carbohydrate transport and metabolism,P45424
b3222,nanK,,3369475,3370350,-,N-acetylmannosamine kinase,Nucleotide transport and metabolism,P45425
b3223,nanE,,3370347,3371036,-,putative N-acetylmannosamine-6-phosphate epimerase,Carbohydrate transport and metabolism,P0A761
b3224,nanT,,3371084,3372574,-,N-acetylneuraminate:H(+) symporter,Amino acid transport and metabolism,P41036
b3225,nanA,,3372683,3373576,-,N-acetylneuraminate lyase,Coenzyme transport and metabolism,P0A6L4
b3226,nanR,,3373698,3374489,-,DNA-binding transcriptional dual regulator NanR,Transcription,P0A8W0
b3227,dcuD,,3374869,3376236,+,putative transporter DcuD,Inorganic ion transport and metabolism,P45428
b3228,sspB,,3376279,3376776,-,ClpXP protease specificity-enhancing factor,Function unknown,P0AFZ3
b3229,sspA,,3376782,3377420,-,stringent starvation protein A,Transcription,P0ACA3
b3230,rpsI,,3377815,3378207,-,30S ribosomal subunit protein S9,"Translation, ribosomal structure and biogenesis",P0A7X3
b3231,rplM,,3378223,3378651,-,50S ribosomal subunit protein L13,"Translation, ribosomal structure and biogenesis",P0AA10
b3232,zapE,,3378870,3379997,-,cell division factor ZapE with ATPase activity,"Cell cycle control, cell division, chromosome partitioning",P64612
b3233,yhcB,,3380191,3380589,+,conserved protein YhcB,Function unknown,P0ADW3
b3234,degQ,,3380743,3382110,+,periplasmic serine endoprotease,Cell wall/membrane/envelope biogenesis,P39099
b3235,degS,,3382200,3383267,+,serine endoprotease,"Post-translational modification, protein turnover,and chaperones",P0AEE3
b3236,mdh,,3383330,3384268,-,malate dehydrogenase,Energy production and conversion,P61889
b3237,argR,,3384703,3385173,+,DNA-binding transcriptional dual regulator ArgR,Transcription,P0A6D0
b3238,yhcN,,3385538,3385801,+,DUF1471 domain-containing stress-induced protein YhcN,Function unknown,P64614
b3239,yhcO,,3385857,3386129,-,putative barnase inhibitor,Transcription,P64616
b3240,aaeB,,3386221,3388188,-,aromatic carboxylic acid efflux pump subunit AaeB,"Intracellular trafficking, secretion, and vesicular transport",P46481
b3241,aaeA,,3388194,3389126,-,aromatic carboxylic acid efflux pump membrane fusion protein,Defense mechanisms,P46482
b3242,aaeX,,3389134,3389337,-,DUF1656 domain-containing protein AaeX,Function unknown,P46478
b3243,aaeR,,3389520,3390449,+,LysR-type transcriptional regulator AaeR,Transcription,P67662
b3244,tldD,,3390583,3392028,-,metalloprotease TldD,Function unknown,P0AGG8
b4472,yhdP,,3392458,3396258,-,AsmA2 domain-containing protein,Function unknown,P46474
b3247,rng,,3396326,3397795,-,RNase G,"Translation, ribosomal structure and biogenesis",P0A9J0
b3248,yhdE,,3397785,3398378,-,nucleoside triphosphate pyrophosphatase YhdE,"Cell cycle control, cell division, chromosome partitioning",P25536
b3249,mreD,,3398387,3398875,-,cell shape determining protein MreD,Cell wall/membrane/envelope biogenesis,P0ABH4
b3250,mreC,,3398875,3399978,-,cell shape determining protein MreC,Cell wall/membrane/envelope biogenesis,P16926
b3251,mreB,,3400044,3401087,-,dynamic cytoskeletal protein MreB,"Cell cycle control, cell division, chromosome partitioning",P0A9X4
b3252,csrD,,3401392,3403332,-,regulator of CsrB and CsrC decay,Signal transduction mechanisms,P13518
b3253,yhdH,,3403484,3404458,+,acrylyl-CoA reductase,Energy production and conversion,P26646
b3255,accB,,3405436,3405906,+,biotin carboxyl carrier protein,Lipid transport and metabolism,P0ABD8
b3256,accC,,3405917,3407266,+,biotin carboxylase,Lipid transport and metabolism,P24182
b3257,yhdT,,3407375,3407617,+,DUF997 domain-containing protein YhdT,Function unknown,P45566
b3258,panF,,3407607,3409058,+,pantothenate:Na(+) symporter,Coenzyme transport and metabolism,P16256
b3259,prmA,,3409070,3409951,+,methyltransferase for 50S ribosomal subunit protein L11,"Translation, ribosomal structure and biogenesis",P0A8T1
b3260,dusB,,3410280,3411245,+,tRNA-dihydrouridine synthase B,"Translation, ribosomal structure and biogenesis",P0ABT5
b3261,fis,,3411271,3411567,+,DNA-binding transcriptional dual regulator Fis,Transcription,P0A6R3
b3262,yhdJ,,3411653,3412537,+,DNA adenine methyltransferase,"Replication, recombination and repair",P28638
b3263,yhdU,,3412621,3412800,+,DUF2556 domain-containing protein YhdU,Function unknown,P64619
b3264,envR,,3412803,3413465,-,DNA-binding transcriptional repressor EnvR,Transcription,P0ACT2
b3265,acrE,,3413864,3415021,+,multidrug efflux pump membrane fusion lipoprotein AcrE,Cell wall/membrane/envelope biogenesis,P24180
b3266,acrF,,3415033,3418137,+,multidrug efflux pump RND permease AcrF,"Intracellular trafficking, secretion, and vesicular transport",P24181
b3267,yhdV,,3418390,3418611,+,lipoprotein YhdV,Function unknown,P64622
b3268,yhdW,,3419042,3420066,+,putative ABC transporter periplasmic binding protein YhdW,No COG annotation,
b3269,yhdX,,3420134,3421315,+,putative ABC transporter membrane subunit YhdX,Inorganic ion transport and metabolism,P45767
b3270,yhdY,,3421325,3422428,+,putative ABC transporter membrane subunit YhdY,Inorganic ion transport and metabolism,P45768
b3271,yhdZ,,3422436,3423194,+,putative ABC transporter ATP-binding subunit YhdZ,Inorganic ion transport and metabolism,P45769
b3279,yrdA,,3429236,3429790,+,protein YrdA,Function unknown,P0A9W9
b3280,yrdB,,3429766,3430023,-,conserved protein YrdB,Function unknown,P45795
b3281,aroE,,3430020,3430838,-,shikimate dehydrogenase,Amino acid transport and metabolism,P15770
b3282,tsaC,,3430843,3431415,-,threonylcarbamoyl-AMP synthase,"Translation, ribosomal structure and biogenesis",P45748
b3283,yrdD,,3431420,3431962,-,putative DNA topoisomerase,"Replication, recombination and repair",P45771
b3284,smg,,3431991,3432464,-,DUF494 domain-containing protein Smg,Function unknown,P0A828
b4473,smf,,3432436,3433560,-,protein Smf,"Replication, recombination and repair",P30852
b3287,def,,3433690,3434199,+,peptide deformylase,"Translation, ribosomal structure and biogenesis",P0A6K3
b3288,fmt,,3434214,3435161,+,10-formyltetrahydrofolate:L-methionyl-tRNA(fMet) N-formyltransferase,"Translation, ribosomal structure and biogenesis",P23882
b3289,rsmB,,3435207,3436496,+,16S rRNA m(5)C967 methyltransferase,"Translation, ribosomal structure and biogenesis",P36929
b3290,trkA,,3436518,3437894,+,NAD-binding component of Trk potassium transporters,Inorganic ion transport and metabolism,P0AGI8
b3291,mscL,,3438024,3438434,+,large conductance mechanosensitive channel,Cell wall/membrane/envelope biogenesis,P0A742
b4550,arfA,,3438431,3438649,-,alternative ribosome-rescue factor A,Function unknown,P36675
b3292,zntR,,3438705,3439130,-,DNA-binding transcriptional activator ZntR,Transcription,P0ACS5
b3293,yhdN,,3439141,3439509,-,conserved protein YhdN,Function unknown,P36677
b3294,rplQ,,3439616,3439999,-,50S ribosomal subunit protein L17,"Translation, ribosomal structure and biogenesis",P0AG44
b3295,rpoA,,3440040,3441029,-,RNA polymerase subunit alpha,Transcription,P0A7Z4
b3296,rpsD,,3441055,3441675,-,30S ribosomal subunit protein S4,"Translation, ribosomal structure and biogenesis",P0A7V8
b3297,rpsK,,3441709,3442098,-,30S ribosomal subunit protein S11,"Translation, ribosomal structure and biogenesis",P0A7R9
b3298,rpsM,,3442115,3442471,-,30S ribosomal subunit protein S13,"Translation, ribosomal structure and biogenesis",P0A7S9
b3299,rpmJ,,3442618,3442734,-,50S ribosomal subunit protein L36,"Translation, ribosomal structure and biogenesis",P0A7Q6
b3300,secY,,3442766,3444097,-,Sec translocon subunit SecY,"Intracellular trafficking, secretion, and vesicular transport",P0AGA2
b3301,rplO,,3444105,3444539,-,50S ribosomal subunit protein L15,"Translation, ribosomal structure and biogenesis",P02413
b3302,rpmD,,3444543,3444722,-,50S ribosomal subunit protein L30,"Translation, ribosomal structure and biogenesis",P0AG51
b3303,rpsE,,3444726,3445229,-,30S ribosomal subunit protein S5,"Translation, ribosomal structure and biogenesis",P0A7W1
b3304,rplR,,3445244,3445597,-,50S ribosomal subunit protein L18,"Translation, ribosomal structure and biogenesis",P0C018
b3305,rplF,,3445607,3446140,-,50S ribosomal subunit protein L6,"Translation, ribosomal structure and biogenesis",P0AG55
b3306,rpsH,,3446153,3446545,-,30S ribosomal subunit protein S8,"Translation, ribosomal structure and biogenesis",P0A7W7
b3307,rpsN,,3446579,3446884,-,30S ribosomal subunit protein S14,"Translation, ribosomal structure and biogenesis",P0AG59
b3308,rplE,,3446899,3447438,-,50S ribosomal subunit protein L5,"Translation, ribosomal structure and biogenesis",P62399
b3309,rplX,,3447453,3447767,-,50S ribosomal subunit protein L24,"Translation, ribosomal structure and biogenesis",P60624
b3310,rplN,,3447778,3448149,-,50S ribosomal subunit protein L14,"Translation, ribosomal structure and biogenesis",P0ADY3
b3311,rpsQ,,3448314,3448568,-,30S ribosomal subunit protein S17,"Translation, ribosomal structure and biogenesis",P0AG63
b3312,rpmC,,3448568,3448759,-,50S ribosomal subunit protein L29,"Translation, ribosomal structure and biogenesis",P0A7M6
b3313,rplP,,3448759,3449169,-,50S ribosomal subunit protein L16,"Translation, ribosomal structure and biogenesis",P0ADY7
b3314,rpsC,,3449182,3449883,-,30S ribosomal subunit protein S3,"Translation, ribosomal structure and biogenesis",P0A7V3
b3315,rplV,,3449901,3450233,-,50S ribosomal subunit protein L22,"Translation, ribosomal structure and biogenesis",P61175
b3316,rpsS,,3450248,3450526,-,30S ribosomal subunit protein S19,"Translation, ribosomal structure and biogenesis",P0A7U3
b3317,rplB,,3450543,3451364,-,50S ribosomal subunit protein L2,"Translation, ribosomal structure and biogenesis",P60422
b3318,rplW,,3451382,3451684,-,50S ribosomal subunit protein L23,"Translation, ribosomal structure and biogenesis",P0ADZ0
b3319,rplD,,3451681,3452286,-,50S ribosomal subunit protein L4,"Translation, ribosomal structure and biogenesis",P60723
b3320,rplC,,3452297,3452926,-,50S ribosomal subunit protein L3,"Translation, ribosomal structure and biogenesis",P60438
b3321,rpsJ,,3452959,3453270,-,30S ribosomal subunit protein S10,"Translation, ribosomal structure and biogenesis",P0A7R5
b3322,gspB,,3453508,3453927,-,putative general secretion pathway protein B,Function unknown,P03825
b3323,gspA,,3453929,3455398,-,Type II secretion system protein GspA,"Intracellular trafficking, secretion, and vesicular transport",P45756
b3324,gspC,,3455578,3456393,+,Type II secretion system protein GspC,"Intracellular trafficking, secretion, and vesicular transport",P45757
b3325,gspD,,3456377,3458329,+,Type II secretion system protein GspD,Cell motility,P45758
b3326,gspE,,3458339,3459820,+,Type II secretion system protein GspE,Cell motility,P45759
b3327,gspF,,3459817,3461013,+,Type II secretion system protein GspF,"Intracellular trafficking, secretion, and vesicular transport",P41441
b3328,gspG,,3461023,3461460,+,Type II secretion system protein GspG,"Intracellular trafficking, secretion, and vesicular transport",P41442
b3329,gspH,,3461468,3461977,+,Type II secretion system protein GspH,"Intracellular trafficking, secretion, and vesicular transport",P41443
b3330,gspI,,3461974,3462351,+,Type II secretion system protein GspI,Cell motility,P45760
b3331,gspJ,,3462344,3462931,+,Type II secretion system protein GspJ,"Intracellular trafficking, secretion, and vesicular transport",P45761
b3332,gspK,,3462924,3463907,+,Type II secretion system protein GspK,"Intracellular trafficking, secretion, and vesicular transport",P45762
b3333,gspL,,3463922,3465085,+,Type II secretion system protein GspL,"Intracellular trafficking, secretion, and vesicular transport",P45763
b3334,gspM,,3465082,3465543,+,Type II secretion system protein GspM,"Intracellular trafficking, secretion, and vesicular transport",P36678
b3335,gspO,,3465543,3466220,+,Type II secretion system prepilin peptidase,Cell motility,P25960
b3336,bfr,,3466249,3466725,-,bacterioferritin,Inorganic ion transport and metabolism,P0ABD3
b3337,bfd,,3466797,3466991,-,bacterioferritin-associated ferredoxin,Inorganic ion transport and metabolism,P0AE56
b3338,chiA,,3467160,3469853,-,endochitinase,Carbohydrate transport and metabolism,P13656
b3339,tufA,,3470145,3471329,-,translation elongation factor Tu 1,"Translation, ribosomal structure and biogenesis",P0CE47
b3340,fusA,,3471400,3473514,-,elongation factor G,"Translation, ribosomal structure and biogenesis",P0A6M8
b3341,rpsG,,3473542,3474081,-,30S ribosomal subunit protein S7,"Translation, ribosomal structure and biogenesis",P02359
b3342,rpsL,,3474178,3474552,-,30S ribosomal subunit protein S12,"Translation, ribosomal structure and biogenesis",P0A7S3
b3343,tusB,,3474678,3474965,-,sulfurtransferase complex subunit TusB,"Translation, ribosomal structure and biogenesis",P45530
b3344,tusC,,3474973,3475332,-,sulfurtransferase complex subunit TusC,"Translation, ribosomal structure and biogenesis",P45531
b3345,tusD,,3475332,3475718,-,sulfurtransferase complex subunit TusD,"Translation, ribosomal structure and biogenesis",P45532
b3346,yheO,,3475718,3476440,-,putative DNA-binding transcriptional regulator YheO,Function unknown,P64624
b3347,fkpA,,3476607,3477419,-,peptidyl-prolyl cis-trans isomerase FkpA,"Post-translational modification, protein turnover,and chaperones",P45523
b3348,slyX,,3477640,3477858,+,protein SlyX,Function unknown,P0A8R4
b3349,slyD,,3477907,3478497,-,FKBP-type peptidyl-prolyl cis-trans isomerase SlyD,"Post-translational modification, protein turnover,and chaperones",P0A9K9
b4551,yheV,,3478592,3478792,-,DUF2387 domain-containing protein YheV,Function unknown,P0ADW8
b3350,kefB,,3478802,3480607,-,K(+) : H(+) antiporter KefB,Inorganic ion transport and metabolism,P45522
b3351,kefG,,3480607,3481161,-,protein required for KefB activity,Function unknown,P0A756
b3352,yheS,,3481289,3483202,+,ABC transporter ATP-binding protein YheS,Function unknown,P63389
b3353,yheT,,3483202,3484224,+,putative hydrolase YheT,Function unknown,P45524
b3354,yheU,,3484218,3484436,+,UPF0270 family protein YheU,Function unknown,P67624
b3355,prkB,,3484490,3485359,+,putative phosphoribulokinase,Carbohydrate transport and metabolism,P0AEX5
b3356,yhfA,,3485414,3485818,-,OsmC family protein,"Post-translational modification, protein turnover,and chaperones",P0ADX1
b3357,crp,,3486120,3486752,+,DNA-binding transcriptional dual regulator CRP,Transcription,P0ACJ8
b3358,yhfK,,3486791,3488893,+,putative transporter YhfK,Function unknown,P45537
b3359,argD,,3488960,3490180,-,N-acetylornithine aminotransferase/N-succinyldiaminopimelate aminotransferase,Amino acid transport and metabolism,P18335
b3360,pabA,,3490266,3490829,-,aminodeoxychorismate synthase subunit 2,Amino acid transport and metabolism,P00903
b3361,fic,,3490861,3491463,-,putative adenosine monophosphate--protein transferase Fic,"Cell cycle control, cell division, chromosome partitioning",P20605
b3362,yhfG,,3491453,3491620,-,DUF2559 domain-containing protein YhfG,Function unknown,P0ADX5
b3363,ppiA,,3491725,3492297,-,peptidyl-prolyl cis-trans isomerase A,"Post-translational modification, protein turnover,and chaperones",P0AFL3
b3364,tsgA,,3492568,3493749,+,putative transporter TsgA,Carbohydrate transport and metabolism,P60778
b3365,nirB,,3494011,3496554,+,nitrite reductase catalytic subunit NirB,Energy production and conversion,P08201
b3366,nirD,,3496551,3496877,+,nitrite reductase subunit NirD,Inorganic ion transport and metabolism,P0A9I8
b3367,nirC,,3497003,3497809,+,nitrite transporter NirC,Inorganic ion transport and metabolism,P0AC26
b3368,cysG,,3497828,3499201,+,siroheme synthase,Coenzyme transport and metabolism,P0AEA8
b3369,yhfL,,3499448,3499615,+,DUF4223 domain-containing lipoprotein YhfL,Function unknown,P64627
b3370,frlA,,3499910,3501247,+,fructoselysine/psicoselysine transporter,Amino acid transport and metabolism,P45539
b3371,frlB,,3501268,3502290,+,fructoselysine 6-phosphate deglycase,Cell wall/membrane/envelope biogenesis,P0AC00
b4474,frlC,,3502340,3503170,+,fructoselysine 3-epimerase,Carbohydrate transport and metabolism,P45541
b3374,frlD,,3503167,3503952,+,fructoselysine 6-kinase,Nucleotide transport and metabolism,P45543
b3375,frlR,,3504052,3504783,+,putative DNA-binding transcriptional regulator FrlR,Transcription,P45544
b3376,yhfS,,3504935,3506020,-,putative aminotransferase YhfS,Amino acid transport and metabolism,P45545
b3377,yhfT,,3506032,3507336,-,uncharacterized protein YhfT,Function unknown,P45546
b3378,yhfU,,3507348,3507701,-,DUF2620 domain-containing protein YhfU,Function unknown,P64631
b3379,php,,3507712,3508590,-,putative hydrolase,Function unknown,P45548
b3380,yhfW,,3508587,3509813,-,putative mutase YhfW,Carbohydrate transport and metabolism,P45549
b3381,yhfX,,3509813,3510976,-,putative PLP-binding protein YhfX,Amino acid transport and metabolism,P45550
b3382,yhfY,,3511060,3511422,-,conserved protein YhfY,Function unknown,P45551
b3383,yhfZ,,3511439,3512344,-,putative DNA-binding transcriptional regulator YhfZ,Transcription,P45552
b3384,trpS,,3512634,3513638,-,tryptophan--tRNA ligase,"Translation, ribosomal structure and biogenesis",P00954
b3385,gph,,3513631,3514389,-,phosphoglycolate phosphatase,Nucleotide transport and metabolism,P32662
b3386,rpe,,3514382,3515059,-,ribulose-phosphate 3-epimerase,Nucleotide transport and metabolism,P0AG07
b3387,dam,,3515077,3515913,-,DNA adenine methyltransferase,"Replication, recombination and repair",P0AEE8
b3388,damX,,3516020,3517306,-,cell division protein DamX,"Cell cycle control, cell division, chromosome partitioning",P11557
b3389,aroB,,3517398,3518486,-,3-dehydroquinate synthase,Amino acid transport and metabolism,P07639
b3390,aroK,,3518543,3519064,-,shikimate kinase 1,Nucleotide transport and metabolism,P0A6D7
b3391,hofQ,,3519465,3520703,-,DNA utilization protein HofQ,"Intracellular trafficking, secretion, and vesicular transport",P34749
b3392,hofP,,3520615,3521019,-,DNA utilization protein HofP,Function unknown,P45750
b3393,hofO,,3521009,3521449,-,DNA utilization protein HofO,Function unknown,P45751
b3394,hofN,,3521433,3521972,-,DNA utilization protein HofN,Cell motility,P64634
b3395,hofM,,3521972,3522751,-,DNA utilization protein HofM,Cell motility,P45753
b3396,mrcA,,3522871,3525423,+,peptidoglycan glycosyltransferase/peptidoglycan DD-transpeptidase MrcA,Cell wall/membrane/envelope biogenesis,P02918
b3397,nudE,,3525589,3526149,-,ADP-sugar diphosphatase NudE,"Replication, recombination and repair",P45799
b3398,igaA,,3526469,3528604,+,inner membrane protein - inhibits the Rcs signaling pathway,Function unknown,P45800
b3399,yrfG,,3528669,3529337,+,purine nucleotidase,Function unknown,P64636
b3400,hslR,,3529348,3529749,+,heat shock protein Hsp15,"Translation, ribosomal structure and biogenesis",P0ACG8
b3401,hslO,,3529774,3530652,+,molecular chaperone Hsp33,"Post-translational modification, protein turnover,and chaperones",P0A6Y5
b3402,yhgE,,3530715,3532439,-,putative transport protein YhgE,"Replication, recombination and repair",P45804
b3403,pck,,3532818,3534440,+,phosphoenolpyruvate carboxykinase (ATP),Nucleotide transport and metabolism,P22259
b3404,envZ,,3534516,3535868,-,sensory histidine kinase EnvZ,Signal transduction mechanisms,P0AEJ4
b3405,ompR,,3535865,3536584,-,DNA-binding transcriptional dual regulator OmpR,Transcription,P0AA16
b3406,greB,,3536812,3537288,+,transcription elongation factor GreB,Transcription,P30128
b3407,yhgF,,3537385,3539706,+,putative RNA-binding protein YhgF,Transcription,P46837
b3408,feoA,,3540163,3540390,+,ferrous iron transport protein A,Inorganic ion transport and metabolism,P0AEL3
b3409,feoB,,3540407,3542728,+,Fe(2(+)) transporter FeoB,Inorganic ion transport and metabolism,P33650
b3410,feoC,,3542728,3542964,+,ferrous iron transport protein FeoC,Transcription,P64638
b3411,rpnA,,3543167,3544045,+,recombination-promoting nuclease RpnA,Function unknown,P31667
b3412,bioH,,3544074,3544844,-,pimeloyl-acyl carrier protein methyl ester esterase,Function unknown,P13001
b3413,yhgH,,3544882,3545565,+,DNA utilization protein YhgH,Function unknown,P46846
b3414,nfuA,,3545624,3546199,+,iron-sulfur cluster carrier protein NfuA,"Post-translational modification, protein turnover,and chaperones",P63020
b3415,gntT,,3546559,3547875,+,high-affinity gluconate transporter,Inorganic ion transport and metabolism,P39835
b3416,malQ,,3547986,3550070,-,4-alpha-glucanotransferase,Carbohydrate transport and metabolism,P15977
b3417,malP,,3550080,3552473,-,maltodextrin phosphorylase,Carbohydrate transport and metabolism,P00490
b3418,malT,,3553085,3555790,+,DNA-binding transcriptional activator MalT,Transcription,P06993
b4475,rtcA,,3555833,3556849,-,RNA 3'-terminal phosphate cyclase,RNA processing and modification,P46849
b3421,rtcB,,3556853,3558079,-,RNA-splicing ligase,Function unknown,P46850
b3422,rtcR,,3558268,3559866,+,DNA-binding transcriptional activator RtcR,Transcription,P38035
b3423,glpR,,3559848,3560605,-,DNA-binding transcriptional repressor GlpR,Transcription,
b3424,glpG,,3560622,3561452,-,rhomboid protease,Function unknown,P09391
b3425,glpE,,3561497,3561823,-,thiosulfate sulfurtransferase GlpE,Inorganic ion transport and metabolism,P0A6V5
b3426,glpD,,3562013,3563518,+,aerobic glycerol 3-phosphate dehydrogenase,Energy production and conversion,P13035
b3427,yzgL,,3563724,3564005,-,putative uncharacterized protein YzgL,Inorganic ion transport and metabolism,UPI00001B5134
b3428,glgP,,3564134,3566581,-,glycogen phosphorylase,Carbohydrate transport and metabolism,P0AC86
b3429,glgA,,3566600,3568033,-,glycogen synthase,Nucleotide transport and metabolism,P0A6U8
b3430,glgC,,3568033,3569328,-,glucose-1-phosphate adenylyltransferase,Nucleotide transport and metabolism,P0A6V1
b3431,glgX,,3569346,3571319,-,limit dextrin alpha-1%2C6-glucohydrolase,Carbohydrate transport and metabolism,P15067
b3432,glgB,,3571316,3573502,-,1%2C4-alpha-glucan branching enzyme,Carbohydrate transport and metabolism,P07762
b3433,asd,,3573775,3574878,-,aspartate-semialdehyde dehydrogenase,Amino acid transport and metabolism,P0A9Q9
b3434,yhgN,,3575071,3575664,+,putative inner membrane protein,"Intracellular trafficking, secretion, and vesicular transport",P67143
b4476,gntU,,3575721,3577061,-,low-affinity gluconate transporter,Inorganic ion transport and metabolism,P0AC96
b3437,gntK,,3577065,3577592,-,D-gluconate kinase%2C thermostable,Nucleotide transport and metabolism,P46859
b3438,gntR,,3577731,3578726,-,DNA-binding transcriptional repressor GntR,Transcription,P0ACP5
