locus_id,go_id,go_name
b3933,GO:0000917,division septum assembly
b3933,GO:0005515,protein binding
b3933,GO:0005886,plasma membrane
b3933,GO:0005887,integral component of plasma membrane
b3933,GO:0030428,cell septum
b3933,GO:0051301,cell division
b3934,GO:0000976,transcription regulatory region sequence-specific DNA binding
b3934,GO:0005515,protein binding
b3934,GO:0005829,cytosol
b3934,GO:0045892,"negative regulation of transcription, DNA-templated"
b3935,GO:0004386,helicase activity
b3935,GO:0005515,protein binding
b3935,GO:0006260,DNA replication
b3935,GO:0006261,DNA-dependent DNA replication
b3935,GO:0006268,DNA unwinding involved in DNA replication
b3935,GO:0006270,DNA replication initiation
b3935,GO:0006276,plasmid maintenance
b3935,GO:0006302,double-strand break repair
b3935,GO:0006310,DNA recombination
b3935,GO:0010332,response to gamma radiation
b3935,GO:0043140,ATP-dependent 3'-5' DNA helicase activity
b3935,GO:0046677,response to antibiotic
b3936,GO:0005829,cytosol
b3936,GO:0008270,zinc ion binding
b3936,GO:0022625,cytosolic large ribosomal subunit
b3938,GO:0005829,cytosol
b3939,GO:0003962,cystathionine gamma-synthase activity
b3939,GO:0004123,cystathionine gamma-lyase activity
b3939,GO:0009086,methionine biosynthetic process
b3939,GO:0030170,pyridoxal phosphate binding
b3940,GO:0004072,aspartate kinase activity
b3940,GO:0004412,homoserine dehydrogenase activity
b3940,GO:0005829,cytosol
b3940,GO:0009089,lysine biosynthetic process via diaminopimelate
b3940,GO:0009090,homoserine biosynthetic process
b3941,GO:0004489,methylenetetrahydrofolate reductase (NAD(P)H) activity
b3941,GO:0005829,cytosol
b3941,GO:0006730,one-carbon metabolic process
b3941,GO:0046654,tetrahydrofolate biosynthetic process
b3941,GO:0051289,protein homotetramerization
b3941,GO:0071949,FAD binding
b3942,GO:0004096,catalase activity
b3942,GO:0004601,peroxidase activity
b3942,GO:0005576,extracellular region
b3942,GO:0005829,cytosol
b3942,GO:0006979,response to oxidative stress
b3942,GO:0016491,oxidoreductase activity
b3942,GO:0020037,heme binding
b3942,GO:0042744,hydrogen peroxide catabolic process
b3942,GO:0042802,identical protein binding
b3942,GO:0070301,cellular response to hydrogen peroxide
b3943,GO:0000099,sulfur amino acid transmembrane transporter activity
b3943,GO:0000101,sulfur amino acid transport
b3943,GO:0005887,integral component of plasma membrane
b3943,GO:0022857,transmembrane transporter activity
b3943,GO:0055085,transmembrane transport
b3945,GO:0005829,cytosol
b3945,GO:0008888,glycerol dehydrogenase [NAD+] activity
b3945,GO:0019147,(R)-aminopropanol dehydrogenase activity
b3945,GO:0019588,anaerobic glycerol catabolic process
b3945,GO:0042802,identical protein binding
b3945,GO:0051596,methylglyoxal catabolic process
b3946,GO:0097023,fructose 6-phosphate aldolase activity
b3949,GO:0005886,plasma membrane
b3949,GO:0005887,integral component of plasma membrane
b3949,GO:0009401,phosphoenolpyruvate-dependent sugar phosphotransferase system
b3949,GO:0034219,carbohydrate transmembrane transport
b3949,GO:0090563,protein-phosphocysteine-sugar phosphotransferase activity
b3950,GO:0005886,plasma membrane
b3950,GO:0009401,phosphoenolpyruvate-dependent sugar phosphotransferase system
b3950,GO:0034219,carbohydrate transmembrane transport
b3950,GO:0090563,protein-phosphocysteine-sugar phosphotransferase activity
b3950,GO:0090582,protein-phosphocysteine-D-fructose-phosphotransferase system transporter activity
b3952,GO:0016491,oxidoreductase activity
b3952,GO:0055114,oxidation-reduction process
b3953,GO:0005886,plasma membrane
b3953,GO:0009401,phosphoenolpyruvate-dependent sugar phosphotransferase system
b3953,GO:0034219,carbohydrate transmembrane transport
b3953,GO:0090563,protein-phosphocysteine-sugar phosphotransferase activity
b3953,GO:0090582,protein-phosphocysteine-D-fructose-phosphotransferase system transporter activity
b3954,GO:0006351,"transcription, DNA-templated"
b3955,GO:0005886,plasma membrane
b3955,GO:0009244,lipopolysaccharide core region biosynthetic process
b3955,GO:0016776,"phosphotransferase activity, phosphate group as acceptor"
b3956,GO:0005829,cytosol
b3956,GO:0008964,phosphoenolpyruvate carboxylase activity
b3957,GO:0006526,arginine biosynthetic process
b3957,GO:0008270,zinc ion binding
b3957,GO:0008777,acetylornithine deacetylase activity
b3957,GO:0050897,cobalt ion binding
b3958,GO:0003942,N-acetyl-gamma-glutamyl-phosphate reductase activity
b3958,GO:0006526,arginine biosynthetic process
b3959,GO:0003991,acetylglutamate kinase activity
b3959,GO:0006526,arginine biosynthetic process
b3959,GO:0006974,cellular response to DNA damage stimulus
b3959,GO:0034618,arginine binding
b3960,GO:0004056,argininosuccinate lyase activity
b3960,GO:0005737,cytoplasm
b3960,GO:0042450,arginine biosynthetic process via ornithine
b3961,GO:0000986,bacterial-type proximal promoter sequence-specific DNA binding
b3961,GO:0001131,"transcription factor activity, bacterial-type RNA polymerase proximal promoter sequence-specific DNA binding"
b3961,GO:0005829,cytosol
b3961,GO:0006974,cellular response to DNA damage stimulus
b3961,GO:0006979,response to oxidative stress
b3961,GO:0051409,response to nitrosative stress
b3961,GO:2000142,"regulation of DNA-templated transcription, initiation"
b3962,GO:0005829,cytosol
b3962,GO:0008746,NAD(P)+ transhydrogenase activity
b3962,GO:0042802,identical protein binding
b3962,GO:0045454,cell redox homeostasis
b3962,GO:0050660,flavin adenine dinucleotide binding
b3963,GO:0000976,transcription regulatory region sequence-specific DNA binding
b3963,GO:0003700,DNA binding transcription factor activity
b3963,GO:0005829,cytosol
b3963,GO:0045892,"negative regulation of transcription, DNA-templated"
b3964,GO:0005886,plasma membrane
b3965,GO:0000049,tRNA binding
b3965,GO:0005829,cytosol
b3965,GO:0019843,rRNA binding
b3965,GO:0030488,tRNA methylation
b3965,GO:0030697,S-adenosylmethionine-dependent tRNA (m5U54) methyltransferase activity
b3966,GO:0015889,cobalamin transport
b3967,GO:0008881,glutamate racemase activity
b3967,GO:0009252,peptidoglycan biosynthetic process
b3972,GO:0005737,cytoplasm
b3972,GO:0005829,cytosol
b3972,GO:0008360,regulation of cell shape
b3972,GO:0008762,UDP-N-acetylmuramate dehydrogenase activity
b3972,GO:0009252,peptidoglycan biosynthetic process
b3972,GO:0050660,flavin adenine dinucleotide binding
b3972,GO:0071555,cell wall organization
b3973,GO:0003677,DNA binding
b3973,GO:0004077,biotin-[acetyl-CoA-carboxylase] ligase activity
b3973,GO:0009102,biotin biosynthetic process
b3973,GO:0009305,protein biotinylation
b3974,GO:0004594,pantothenate kinase activity
b3974,GO:0005829,cytosol
b3974,GO:0015937,coenzyme A biosynthetic process
b3980,GO:0005515,protein binding
b3980,GO:0005829,cytosol
b3981,GO:0005515,protein binding
b3981,GO:0005886,plasma membrane
b3981,GO:0005887,integral component of plasma membrane
b3981,GO:0006616,"SRP-dependent cotranslational protein targeting to membrane, translocation"
b3981,GO:0006886,intracellular protein transport
b3981,GO:0008320,protein transmembrane transporter activity
b3981,GO:0016021,integral component of membrane
b3981,GO:0031522,cell envelope Sec protein transport complex
b3981,GO:0032978,protein insertion into membrane from inner side
b3981,GO:0043952,protein transport by the Sec complex
b3981,GO:0065002,intracellular protein transmembrane transport
b3982,GO:0005515,protein binding
b3982,GO:0005829,cytosol
b3982,GO:0006353,"DNA-templated transcription, termination"
b3982,GO:0031564,transcription antitermination
b3983,GO:0000027,ribosomal large subunit assembly
b3983,GO:0003735,structural constituent of ribosome
b3983,GO:0005515,protein binding
b3983,GO:0005829,cytosol
b3983,GO:0006415,translational termination
b3983,GO:0015968,stringent response
b3983,GO:0019843,rRNA binding
b3983,GO:0022625,cytosolic large ribosomal subunit
b3984,GO:0000470,maturation of LSU-rRNA
b3984,GO:0003723,RNA binding
b3984,GO:0005515,protein binding
b3984,GO:0005829,cytosol
b3984,GO:0022625,cytosolic large ribosomal subunit
b3984,GO:0045947,negative regulation of translational initiation
b3985,GO:0003735,structural constituent of ribosome
b3985,GO:0005829,cytosol
b3985,GO:0006412,translation
b3985,GO:0022625,cytosolic large ribosomal subunit
b3986,GO:0005829,cytosol
b3986,GO:0022625,cytosolic large ribosomal subunit
b3987,GO:0000428,DNA-directed RNA polymerase complex
b3987,GO:0005515,protein binding
b3987,GO:0005737,cytoplasm
b3987,GO:0005829,cytosol
b3987,GO:0016020,membrane
b3988,GO:0000428,DNA-directed RNA polymerase complex
b3988,GO:0005515,protein binding
b3988,GO:0005737,cytoplasm
b3988,GO:0005829,cytosol
b3988,GO:0016020,membrane
b3989,GO:0009408,response to heat
b3990,GO:0005515,protein binding
b3990,GO:0006974,cellular response to DNA damage stimulus
b3990,GO:0009228,thiamine biosynthetic process
b3990,GO:0036355,2-iminoacetate synthase activity
b3990,GO:0051539,"4 iron, 4 sulfur cluster binding"
b3991,GO:0005515,protein binding
b3991,GO:0005829,cytosol
b3991,GO:0009228,thiamine biosynthetic process
b3992,GO:0000287,magnesium ion binding
b3992,GO:0005524,ATP binding
b3992,GO:0005829,cytosol
b3992,GO:0008270,zinc ion binding
b3992,GO:0016779,nucleotidyltransferase activity
b3992,GO:0046872,metal ion binding
b3993,GO:0000287,magnesium ion binding
b3993,GO:0004789,thiamine-phosphate diphosphorylase activity
b3993,GO:0005737,cytoplasm
b3993,GO:0009228,thiamine biosynthetic process
b3993,GO:0046872,metal ion binding
b3994,GO:0005829,cytosol
b3994,GO:0009228,thiamine biosynthetic process
b3995,GO:0005515,protein binding
b3995,GO:0016989,sigma factor antagonist activity
b3996,GO:0030145,manganese ion binding
b3996,GO:0035529,NADH pyrophosphatase activity
b3997,GO:0004853,uroporphyrinogen decarboxylase activity
b3997,GO:0005829,cytosol
b3997,GO:0006779,porphyrin-containing compound biosynthetic process
b3997,GO:0006780,uroporphyrinogen III biosynthetic process
b3997,GO:0006783,heme biosynthetic process
b3997,GO:0019353,protoporphyrinogen IX biosynthetic process from glutamate
b3998,GO:0043737,deoxyribonuclease V activity
b3999,GO:0005829,cytosol
b4000,GO:0003677,DNA binding
b4000,GO:0005515,protein binding
b4000,GO:0005829,cytosol
b4000,GO:0006351,"transcription, DNA-templated"
b4000,GO:0006974,cellular response to DNA damage stimulus
b4000,GO:0016020,membrane
b4000,GO:0042802,identical protein binding
b4000,GO:1990178,HU-DNA complex
b4002,GO:0005507,copper ion binding
b4002,GO:0008270,zinc ion binding
b4002,GO:0016151,nickel cation binding
b4002,GO:0030288,outer membrane-bounded periplasmic space
b4002,GO:0050897,cobalt ion binding
b4003,GO:0000155,phosphorelay sensor kinase activity
b4003,GO:0000160,phosphorelay signal transduction system
b4003,GO:0005886,plasma membrane
b4003,GO:0005887,integral component of plasma membrane
b4003,GO:0016020,membrane
b4003,GO:0046777,protein autophosphorylation
b4003,GO:0071284,cellular response to lead ion
b4003,GO:0071294,cellular response to zinc ion
b4004,GO:0000156,phosphorelay response regulator activity
b4004,GO:0000160,phosphorelay signal transduction system
b4004,GO:0003677,DNA binding
b4004,GO:0006351,"transcription, DNA-templated"
b4005,GO:0004637,phosphoribosylamine-glycine ligase activity
b4005,GO:0005524,ATP binding
b4005,GO:0006164,purine nucleotide biosynthetic process
b4005,GO:0006974,cellular response to DNA damage stimulus
b4005,GO:0042623,"ATPase activity, coupled"
b4006,GO:0003937,IMP cyclohydrolase activity
b4006,GO:0004643,phosphoribosylaminoimidazolecarboxamide formyltransferase activity
b4006,GO:0005829,cytosol
b4011,GO:0044011,single-species biofilm formation on inanimate substrate
b4011,GO:0070301,cellular response to hydrogen peroxide
b4011,GO:0071468,cellular response to acidic pH
b4013,GO:0008899,homoserine O-succinyltransferase activity
b4014,GO:0004474,malate synthase activity
b4014,GO:0005737,cytoplasm
b4014,GO:0006097,glyoxylate cycle
b4015,GO:0004451,isocitrate lyase activity
b4015,GO:0005829,cytosol
b4015,GO:0006097,glyoxylate cycle
b4015,GO:0043169,cation binding
b4016,GO:0004674,protein serine/threonine kinase activity
b4016,GO:0004722,protein serine/threonine phosphatase activity
b4016,GO:0005524,ATP binding
b4016,GO:0005737,cytoplasm
b4016,GO:0006097,glyoxylate cycle
b4016,GO:0006099,tricarboxylic acid cycle
b4016,GO:0008772,[isocitrate dehydrogenase (NADP+)] kinase activity
b4016,GO:0016208,AMP binding
b4016,GO:0018105,peptidyl-serine phosphorylation
b4016,GO:0050790,regulation of catalytic activity
b4018,GO:0003677,DNA binding
b4018,GO:0003700,DNA binding transcription factor activity
b4018,GO:0005829,cytosol
b4018,GO:0006355,"regulation of transcription, DNA-templated"
b4018,GO:0045892,"negative regulation of transcription, DNA-templated"
b4019,GO:0005737,cytoplasm
b4019,GO:0005829,cytosol
b4019,GO:0008270,zinc ion binding
b4019,GO:0008276,protein methyltransferase activity
b4019,GO:0008705,methionine synthase activity
b4019,GO:0009086,methionine biosynthetic process
b4019,GO:0031419,cobalamin binding
b4019,GO:0035999,tetrahydrofolate interconversion
b4019,GO:0050667,homocysteine metabolic process
b4020,GO:0005315,inorganic phosphate transmembrane transporter activity
b4020,GO:0005886,plasma membrane
b4020,GO:0005887,integral component of plasma membrane
b4020,GO:0035435,phosphate ion transmembrane transport
b4021,GO:0008233,peptidase activity
b4022,GO:0000455,enzyme-directed rRNA pseudouridine synthesis
b4022,GO:0005829,cytosol
b4022,GO:0009982,pseudouridine synthase activity
b4022,GO:0031119,tRNA pseudouridine synthesis
b4024,GO:0004072,aspartate kinase activity
b4024,GO:0005829,cytosol
b4024,GO:0009089,lysine biosynthetic process via diaminopimelate
b4024,GO:0009090,homoserine biosynthetic process
b4025,GO:0004347,glucose-6-phosphate isomerase activity
b4025,GO:0005829,cytosol
b4025,GO:0006096,glycolytic process
b4025,GO:0034599,cellular response to oxidative stress
b4025,GO:0042802,identical protein binding
b4026,GO:0042710,biofilm formation
b4026,GO:0045226,extracellular polysaccharide biosynthetic process
b4027,GO:0045203,integral component of cell outer membrane
b4027,GO:0045226,extracellular polysaccharide biosynthetic process
b4028,GO:0045226,extracellular polysaccharide biosynthetic process
b4029,GO:0045226,extracellular polysaccharide biosynthetic process
b4030,GO:0005886,plasma membrane
b4031,GO:0005886,plasma membrane
b4031,GO:0005887,integral component of plasma membrane
b4031,GO:0015519,D-xylose:proton symporter activity
b4031,GO:0015753,D-xylose transport
b4032,GO:0005515,protein binding
b4032,GO:0005886,plasma membrane
b4032,GO:0005887,integral component of plasma membrane
b4032,GO:0015423,maltose-transporting ATPase activity
b4032,GO:0015768,maltose transport
b4032,GO:0016020,membrane
b4032,GO:0042956,maltodextrin transport
b4032,GO:0043190,ATP-binding cassette (ABC) transporter complex
b4032,GO:1990060,maltose transport complex
b4033,GO:0005515,protein binding
b4033,GO:0005886,plasma membrane
b4033,GO:0005887,integral component of plasma membrane
b4033,GO:0006974,cellular response to DNA damage stimulus
b4033,GO:0015423,maltose-transporting ATPase activity
b4033,GO:0015768,maltose transport
b4033,GO:0016020,membrane
b4033,GO:0042956,maltodextrin transport
b4033,GO:0043190,ATP-binding cassette (ABC) transporter complex
b4033,GO:1990060,maltose transport complex
b4034,GO:0005215,transporter activity
b4034,GO:0005515,protein binding
b4034,GO:0006810,transport
b4034,GO:0006974,cellular response to DNA damage stimulus
b4034,GO:0008643,carbohydrate transport
b4034,GO:0015768,maltose transport
b4034,GO:0030288,outer membrane-bounded periplasmic space
b4034,GO:0034289,detection of maltose stimulus
b4034,GO:0042597,periplasmic space
b4034,GO:0042956,maltodextrin transport
b4034,GO:0043190,ATP-binding cassette (ABC) transporter complex
b4034,GO:0055052,"ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing"
b4034,GO:0060326,cell chemotaxis
b4034,GO:1901982,maltose binding
b4035,GO:0005515,protein binding
b4035,GO:0005524,ATP binding
b4035,GO:0015423,maltose-transporting ATPase activity
b4035,GO:0015768,maltose transport
b4035,GO:0016020,membrane
b4035,GO:0031234,extrinsic component of cytoplasmic side of plasma membrane
b4035,GO:0033613,activating transcription factor binding
b4035,GO:0042956,maltodextrin transport
b4035,GO:0043190,ATP-binding cassette (ABC) transporter complex
b4035,GO:1990060,maltose transport complex
b4036,GO:0005515,protein binding
b4036,GO:0006974,cellular response to DNA damage stimulus
b4036,GO:0009279,cell outer membrane
b4036,GO:0015288,porin activity
b4036,GO:0042956,maltodextrin transport
b4036,GO:0042958,maltodextrin transmembrane transporter activity
b4036,GO:0045203,integral component of cell outer membrane
b4036,GO:0046930,pore complex
b4037,GO:0030288,outer membrane-bounded periplasmic space
b4039,GO:0005829,cytosol
b4039,GO:0006744,ubiquinone biosynthetic process
b4039,GO:0008813,chorismate lyase activity
b4040,GO:0005886,plasma membrane
b4040,GO:0006744,ubiquinone biosynthetic process
b4040,GO:0008412,4-hydroxybenzoate octaprenyltransferase activity
b4040,GO:0016765,"transferase activity, transferring alkyl or aryl (other than methyl) groups"
b4041,GO:0004366,glycerol-3-phosphate O-acyltransferase activity
b4041,GO:0005515,protein binding
b4041,GO:0005887,integral component of plasma membrane
b4041,GO:0006631,fatty acid metabolic process
b4041,GO:0008654,phospholipid biosynthetic process
b4042,GO:0004143,diacylglycerol kinase activity
b4042,GO:0005886,plasma membrane
b4042,GO:0006654,phosphatidic acid biosynthetic process
b4042,GO:0009411,response to UV
b4042,GO:0016020,membrane
b4043,GO:0003677,DNA binding
b4043,GO:0005829,cytosol
b4043,GO:0006351,"transcription, DNA-templated"
b4043,GO:0006974,cellular response to DNA damage stimulus
b4043,GO:0009432,SOS response
b4043,GO:0045892,"negative regulation of transcription, DNA-templated"
b4044,GO:0005886,plasma membrane
b4045,GO:0005829,cytosol
b4046,GO:0006351,"transcription, DNA-templated"
b4049,GO:0005829,cytosol
b4049,GO:0017150,tRNA dihydrouridine synthase activity
b4050,GO:0005886,plasma membrane
b4050,GO:0009271,phage shock
b4051,GO:0003960,NADPH:quinone reductase activity
b4051,GO:0005737,cytoplasm
b4051,GO:0005829,cytosol
b4051,GO:0008270,zinc ion binding
b4051,GO:0016491,oxidoreductase activity
b4051,GO:0017091,AU-rich element binding
b4051,GO:0034599,cellular response to oxidative stress
b4051,GO:0055114,oxidation-reduction process
b4052,GO:0003678,DNA helicase activity
b4052,GO:0004386,helicase activity
b4052,GO:0005515,protein binding
b4052,GO:0005829,cytosol
b4052,GO:0006260,DNA replication
b4052,GO:0006268,DNA unwinding involved in DNA replication
b4052,GO:0010212,response to ionizing radiation
b4052,GO:0042802,identical protein binding
b4053,GO:0008784,alanine racemase activity
b4053,GO:0030170,pyridoxal phosphate binding
b4053,GO:0030632,D-alanine biosynthetic process
b4054,GO:0004838,L-tyrosine:2-oxoglutarate aminotransferase activity
b4054,GO:0005737,cytoplasm
b4054,GO:0005829,cytosol
b4054,GO:0006532,aspartate biosynthetic process
b4054,GO:0008793,aromatic-amino-acid:2-oxoglutarate aminotransferase activity
b4054,GO:0009098,leucine biosynthetic process
b4054,GO:0019292,tyrosine biosynthetic process from chorismate via 4-hydroxyphenylpyruvate
b4054,GO:0030170,pyridoxal phosphate binding
b4054,GO:0033585,L-phenylalanine biosynthetic process from chorismate via phenylpyruvate
b4054,GO:0042802,identical protein binding
b4054,GO:0050048,L-leucine:2-oxoglutarate aminotransferase activity
b4055,GO:0003993,acid phosphatase activity
b4055,GO:0004647,phosphoserine phosphatase activity
b4055,GO:0030288,outer membrane-bounded periplasmic space
b4055,GO:0048037,cofactor binding
b4058,GO:0003677,DNA binding
b4058,GO:0005515,protein binding
b4058,GO:0005829,cytosol
b4058,GO:0006281,DNA repair
b4058,GO:0009314,response to radiation
b4058,GO:0009380,excinuclease repair complex
b4058,GO:0016887,ATPase activity
b4059,GO:0000725,recombinational repair
b4059,GO:0003697,single-stranded DNA binding
b4059,GO:0005515,protein binding
b4059,GO:0005829,cytosol
b4059,GO:0006298,mismatch repair
b4059,GO:0008047,enzyme activator activity
b4059,GO:0009432,SOS response
b4059,GO:0042802,identical protein binding
b4059,GO:0043085,positive regulation of catalytic activity
b4061,GO:0005886,plasma membrane
b4061,GO:0071111,cyclic-guanylate-specific phosphodiesterase activity
b4062,GO:0000986,bacterial-type proximal promoter sequence-specific DNA binding
b4062,GO:0001108,bacterial-type RNA polymerase holo enzyme binding
b4062,GO:0006355,"regulation of transcription, DNA-templated"
b4063,GO:0005737,cytoplasm
b4063,GO:0006979,response to oxidative stress
b4063,GO:0051537,"2 iron, 2 sulfur cluster binding"
b4064,GO:0005345,purine nucleobase transmembrane transporter activity
b4064,GO:0005886,plasma membrane
b4064,GO:0005887,integral component of plasma membrane
b4064,GO:0006863,purine nucleobase transport
b4064,GO:0015208,guanine transmembrane transporter activity
b4064,GO:0035344,hypoxanthine transport
b4064,GO:0098710,guanine import across plasma membrane
b4065,GO:0005886,plasma membrane
b4065,GO:0015385,sodium:proton antiporter activity
b4065,GO:0015386,potassium:proton antiporter activity
b4065,GO:0051453,regulation of intracellular pH
b4065,GO:0071805,potassium ion transmembrane transport
b4065,GO:0098719,sodium ion import across plasma membrane
b4067,GO:0005886,plasma membrane
b4067,GO:0005887,integral component of plasma membrane
b4067,GO:0006847,plasma membrane acetate transport
b4067,GO:0015123,acetate transmembrane transporter activity
b4067,GO:0015654,tellurite transmembrane transporter activity
b4067,GO:0015710,tellurite transport
b4067,GO:0043879,glycolate transmembrane transporter activity
b4068,GO:0005886,plasma membrane
b4069,GO:0003987,acetate-CoA ligase activity
b4069,GO:0005829,cytosol
b4069,GO:0018394,peptidyl-lysine acetylation
b4069,GO:0033558,protein deacetylase activity
b4069,GO:0034421,post-translational protein acetylation
b4069,GO:0045733,acetate catabolic process
b4069,GO:0050218,propionate-CoA ligase activity
b4070,GO:0016966,nitric oxide reductase activity
b4070,GO:0019645,anaerobic electron transport chain
b4070,GO:0020037,heme binding
b4070,GO:0030288,outer membrane-bounded periplasmic space
b4070,GO:0042279,"nitrite reductase (cytochrome, ammonia-forming) activity"
b4071,GO:0009055,electron transfer activity
b4071,GO:0019645,anaerobic electron transport chain
b4071,GO:0020037,heme binding
b4071,GO:0030288,outer membrane-bounded periplasmic space
b4071,GO:0042279,"nitrite reductase (cytochrome, ammonia-forming) activity"
b4072,GO:0005887,integral component of plasma membrane
b4072,GO:0019645,anaerobic electron transport chain
b4072,GO:0042279,"nitrite reductase (cytochrome, ammonia-forming) activity"
b4072,GO:0051539,"4 iron, 4 sulfur cluster binding"
b4073,GO:0005886,plasma membrane
b4073,GO:0005887,integral component of plasma membrane
b4073,GO:0019645,anaerobic electron transport chain
b4074,GO:0005886,plasma membrane
b4074,GO:0018378,cytochrome c-heme linkage via heme-L-cysteine
b4075,GO:0005887,integral component of plasma membrane
b4075,GO:0018378,cytochrome c-heme linkage via heme-L-cysteine
b4076,GO:0005887,integral component of plasma membrane
b4076,GO:0018378,cytochrome c-heme linkage via heme-L-cysteine
b4077,GO:0005886,plasma membrane
b4077,GO:0006835,dicarboxylic acid transport
b4078,GO:0008047,enzyme activator activity
b4079,GO:0005515,protein binding
b4079,GO:0005829,cytosol
b4079,GO:0015944,formate oxidation
b4079,GO:0030151,molybdenum ion binding
b4079,GO:0051539,"4 iron, 4 sulfur cluster binding"
b4080,GO:0015546,sulfathiazole transmembrane transporter activity
b4080,GO:0015906,sulfathiazole transport
b4081,GO:0005515,protein binding
b4081,GO:0005886,plasma membrane
b4081,GO:0015546,sulfathiazole transmembrane transporter activity
b4081,GO:0015906,sulfathiazole transport
b4082,GO:0006855,drug transmembrane transport
b4082,GO:0015546,sulfathiazole transmembrane transporter activity
b4082,GO:0015906,sulfathiazole transport
b4083,GO:0018741,alkyl sulfatase activity
b4083,GO:0018909,dodecyl sulfate metabolic process
b4083,GO:0030288,outer membrane-bounded periplasmic space
b4084,GO:0004340,glucokinase activity
b4084,GO:0008787,allose kinase activity
b4084,GO:0019316,D-allose catabolic process
b4085,GO:0004750,ribulose-phosphate 3-epimerase activity
b4085,GO:0005829,cytosol
b4085,GO:0009052,"pentose-phosphate shunt, non-oxidative branch"
b4085,GO:0019316,D-allose catabolic process
b4085,GO:0019323,pentose catabolic process
b4085,GO:0034700,allulose 6-phosphate 3-epimerase activity
b4085,GO:0044262,cellular carbohydrate metabolic process
b4085,GO:0046872,metal ion binding
b4086,GO:0005886,plasma membrane
b4086,GO:0005887,integral component of plasma membrane
b4086,GO:0015145,monosaccharide transmembrane transporter activity
b4086,GO:0015593,allose transmembrane transporter activity
b4086,GO:0015754,allose transport
b4086,GO:0016021,integral component of membrane
b4086,GO:0043190,ATP-binding cassette (ABC) transporter complex
b4087,GO:0005524,ATP binding
b4087,GO:0005886,plasma membrane
b4087,GO:0015593,allose transmembrane transporter activity
b4087,GO:0015754,allose transport
b4087,GO:0043190,ATP-binding cassette (ABC) transporter complex
b4088,GO:0005886,plasma membrane
b4088,GO:0015145,monosaccharide transmembrane transporter activity
b4088,GO:0015754,allose transport
b4088,GO:0016020,membrane
b4088,GO:0016021,integral component of membrane
b4088,GO:0030288,outer membrane-bounded periplasmic space
b4088,GO:0048029,monosaccharide binding
b4089,GO:0003700,DNA binding transcription factor activity
b4089,GO:0005829,cytosol
b4089,GO:0045892,"negative regulation of transcription, DNA-templated"
b4089,GO:0097367,carbohydrate derivative binding
b4089,GO:1901135,carbohydrate derivative metabolic process
b4090,GO:0004751,ribose-5-phosphate isomerase activity
b4090,GO:0008786,allose 6-phosphate isomerase activity
b4090,GO:0019316,D-allose catabolic process
b4092,GO:0008081,phosphoric diester hydrolase activity
b4092,GO:0019700,organic phosphonate catabolic process
b4092,GO:0030145,manganese ion binding
b4092,GO:0103043,"5-phospho-alpha-D-ribosyl 1,2-cyclic phosphate phosphodiesterase activity"
b4093,GO:0005737,cytoplasm
b4093,GO:0008080,N-acetyltransferase activity
b4093,GO:0033051,aminophosphonate metabolic process
b4094,GO:0005829,cytosol
b4094,GO:0006015,5-phosphoribose 1-diphosphate biosynthetic process
b4094,GO:0009435,NAD biosynthetic process
b4094,GO:0019634,organic phosphonate metabolic process
b4094,GO:0033863,"ribose 1,5-bisphosphate phosphokinase activity"
b4095,GO:0019700,organic phosphonate catabolic process
b4096,GO:0019700,organic phosphonate catabolic process
b4096,GO:0061694,alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase complex
b4097,GO:0019700,organic phosphonate catabolic process
b4098,GO:0005515,protein binding
b4098,GO:0016829,lyase activity
b4098,GO:0019700,organic phosphonate catabolic process
b4098,GO:0051539,"4 iron, 4 sulfur cluster binding"
b4098,GO:0098848,alpha-D-ribose 1-methylphosphonate 5-phosphate C-P-lyase activity
b4099,GO:0005515,protein binding
b4099,GO:0019700,organic phosphonate catabolic process
b4099,GO:0061693,alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase activity
b4099,GO:0061694,alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase complex
b4100,GO:0019700,organic phosphonate catabolic process
b4100,GO:0042802,identical protein binding
b4100,GO:0061694,alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase complex
b4101,GO:0005515,protein binding
b4101,GO:0019700,organic phosphonate catabolic process
b4101,GO:0061694,alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase complex
b4102,GO:0003700,DNA binding transcription factor activity
b4106,GO:0099133,ATP hydrolysis coupled anion transmembrane transport
b4108,GO:0005829,cytosol
b4109,GO:0005515,protein binding
b4109,GO:0005829,cytosol
b4109,GO:0007059,chromosome segregation
b4111,GO:0005297,hydrogen:proline symporter activity
b4111,GO:0005886,plasma membrane
b4111,GO:0005887,integral component of plasma membrane
b4111,GO:0006865,amino acid transport
b4111,GO:0015653,glycine betaine:proton symporter activity
b4111,GO:0015824,proline transport
b4111,GO:0016021,integral component of membrane
b4111,GO:0042538,hyperosmotic salinity response
b4112,GO:0000155,phosphorelay sensor kinase activity
b4112,GO:0000160,phosphorelay signal transduction system
b4112,GO:0004673,protein histidine kinase activity
b4112,GO:0005524,ATP binding
b4112,GO:0005886,plasma membrane
b4112,GO:0010041,response to iron(III) ion
b4112,GO:0016021,integral component of membrane
