locus_tag,gene_name,synonyms,gene_product,COG,regulator,uniprot,start,end,strand,in_iM,in_sg_iM,essential,core_genome,iML1515,oxidizeME,DGF_strain,MS57,pseudogene,y_ome,k_eff,schmidt_prot_med,heckmann_prot_med,p1k_ctrl_log_tpm,p1k_log_tpm_med,p1k_log_tpm_med_abs_dev
b4105,phnD,phnD;psiD,phosphonate ABC transporter periplasmic binding protein,Inorganic ion transport and metabolism,"RpoD,PhoB",P16682,4323336,4324352,-,True,False,False,False,True,False,False,False,False,False,False,,,1.130812145,0.906097999,0.3190407129999999
b4106,phnC,phnC,phosphonate ABC transporter ATP binding subunit,Inorganic ion transport and metabolism,"RpoD,PhoB",P16677,4324377,4325165,-,True,False,False,False,True,False,False,False,False,False,False,,,0.4428046665,0.518008327,0.293363439
b4107,yjdN,yjdN;phnB,conserved protein YjdN,Function unknown,,P16681,4325298,4325741,-,True,False,False,False,False,False,False,True,False,True,False,33.5,,5.524440234,4.850757052,1.3611426600000005
b4108,yjdM,yjdM;phnA,conserved protein YjdM,Inorganic ion transport and metabolism,,P0AFJ1,4326399,4326734,-,True,False,False,False,False,False,False,True,False,True,True,128.5,254.0,7.2921124795,6.691499919,0.5591870280000002
b4109,crfC,crfC;yjdA,clamp-binding sister replication fork colocalization protein,Function unknown,"YciT,FliA,Lrp,FliA",P0DM85,4327135,4329363,+,True,False,False,False,False,False,False,True,False,False,False,,,3.497202543,3.663340067,0.630049815
b4110,yjcZ,yjcZ,uncharacterized protein YjcZ,Function unknown,"FliA,FliA",P39267,4329360,4330238,+,True,False,False,False,False,False,False,True,False,True,False,,,2.567168498,2.619197511,0.6969402466616983
b4111,proP,proP,osmolyte:H(+) symporter ProP,Amino acid transport and metabolism,"RpoD,YidZ,YebK,YhjC,YedW,RpoS,Crp,Fis,Lrp",P0C0L7,4330502,4332004,+,True,False,False,False,True,True,False,True,False,False,True,128.5,420.0,7.9034143245,7.327191967999999,0.9286112980000016
b4703,pmrR,pmrR,putative bitopic inner membrane protein,No COG annotation,,G3MTW7,4332116,4332205,+,False,False,False,False,False,False,False,True,False,True,False,,,,,
b4112,basS,basS;pmrB,sensory histidine kinase BasS,Signal transduction mechanisms,,G1E6H3,4332181,4333272,-,True,False,False,False,False,False,False,True,False,False,False,,,4.3860188,4.314010186272403,0.3770151447275971
b4113,basR,basR;pmrA,DNA-binding transcriptional dual regulator BasR,Transcription,,P30843,4333282,4333950,-,True,False,False,False,False,False,False,True,False,False,False,20.0,,5.443452185,5.234512506000001,0.3926569020000006
b4114,eptA,eptA;pmrC;yjdB,phosphoethanolamine transferase EptA,Function unknown,"Nac,BasR",P30845,4333947,4335590,-,True,False,False,False,False,False,False,True,False,False,False,,,2.536801453,2.4596877681114115,0.5210710691114115
b4115,adiC,adiC;aniC;yjdD;yjdE,arginine:agmatine antiporter,Amino acid transport and metabolism,"PhoB,RpoH,GadE-RcsB",P60061,4335694,4337031,-,False,False,False,False,True,True,False,True,False,False,False,,,1.827842295,1.519895023,0.43443506099999984
b4116,adiY,adiY,DNA-binding transcriptional activator AdiY,Transcription,"YieP,H-NS,sgrS",P33234,4337168,4337929,-,True,False,False,False,False,False,False,True,False,False,False,,,2.1452570460000002,2.045981199,1.0468071650000002
b4117,adiA,adiA;adi,arginine decarboxylase%2C degradative,Amino acid transport and metabolism,"RpoD,H-NS,AdiY,IHF",P28629,4338254,4340521,-,False,False,False,False,True,True,False,True,False,False,False,,,2.051958462,2.007123148,0.2792247409236248
b4118,melR,melR,DNA-binding transcriptional dual regulator MelR,Transcription,"RpoD,Crp,MelR",P0ACH8,4340720,4341628,-,True,False,False,False,False,False,False,True,False,False,False,,,4.3239721245,3.934953358,0.73449206
b4119,melA,melA;mel-7,alpha-galactosidase,Carbohydrate transport and metabolism,"RpoD,Crp,MelR",P06720,4341911,4343266,+,False,False,False,False,True,True,False,True,False,False,False,14.0,,3.1986629675,3.123142245,0.5727866870000002
b4120,melB,melB;mel-4,melibiose:H(+)/Na(+)/Li(+) symporter,Inorganic ion transport and metabolism,"RpoD,Crp,MelR",P02921,4343369,4344790,+,False,False,False,False,True,True,False,True,False,False,False,,,2.8453996695,2.816201342,0.4328714859999998
b4121,yjdF,yjdF,conserved inner membrane protein YjdF,Function unknown,ppGpp,P39270,4344929,4345558,-,False,False,False,False,False,False,False,True,False,True,False,,,4.5641060545,4.148132047,0.3443710640000006
b4122,fumB,fumB,fumarase B,Energy production and conversion,"RpoD,Fur,Fis,Fnr,ArcA,Crp,NarL,DcuR",P14407,4345680,4347326,-,True,False,False,False,True,True,False,True,False,False,True,,212.0,2.7502728695,2.357209141,0.6301914103238659
b4123,dcuB,dcuB;genF,anaerobic C4-dicarboxylate transporter DcuB,Function unknown,"RpoD,YidZ,Fnr,NarL,Crp,DcuR,ArcA",P0ABN9,4347404,4348744,-,True,False,False,False,True,True,False,True,False,False,False,,,1.3241461415,2.058107953,0.624853001
b4124,dcuR,dcuR;yjdG,DNA-binding transcriptional activator DcuR,Transcription,"RpoD,YeiE,Fnr,Crp,NarL",P0AD01,4349315,4350034,-,False,False,False,False,False,False,False,True,False,False,False,4.0,,5.55367739,5.23089935,0.4036368139999995
b4125,dcuS,dcuS;yjdH,sensory histidine kinase DcuS,Signal transduction mechanisms,"RpoD,YeiE,Fnr,NarL",P0AEC8,4350031,4351662,-,False,False,False,False,False,False,False,True,False,False,False,,,5.035015275,4.9426450310000005,0.2689156129999999
b4126,yjdI,yjdI,PF06902 family protein YjdI,Function unknown,,P0AF59,4351843,4352073,+,True,False,False,False,False,False,False,True,False,True,False,,,4.829905285000001,4.862359433157064,1.2232402301570637
b4127,yjdJ,yjdJ,putative N-acetyltransferase YjdJ,Function unknown,,P39274,4352085,4352357,+,True,False,False,False,False,False,False,True,False,True,False,,,5.7879484935,5.732472774139776,0.9439284688602241
b4128,ghoS,ghoS;arT;yjdK,antitoxin of the GhoTS toxin-antitoxin system,No COG annotation,,P0AF61,4352584,4352880,+,True,False,False,False,False,False,False,True,False,False,False,,,2.4911084949999998,2.991568807,0.8888047670000003
b4559,ghoT,ghoT;yjdO,toxin of the GhoTS toxin-antitoxin system,Function unknown,,P64646,4352908,4353081,+,True,True,False,False,False,False,False,True,False,False,False,,,2.3426466905,2.01865866,0.8115092989999999
b4129,lysU,lysU,lysine--tRNA ligase/Ap4A synthetase/Ap3A synthetase,"Translation, ribosomal structure and biogenesis","RpoD,YeiE,Lrp,Nac",P0A8N5,4353200,4354717,-,False,False,False,False,True,True,False,True,False,False,True,336.0,365.0,6.1954155695,5.86116559,0.43329771500000014
b4130,dtpC,dtpC;yjdL,dipeptide/tripeptide:H(+) symporter DtpC,Amino acid transport and metabolism,,P39276,4354954,4356411,-,True,False,False,False,True,True,False,True,False,False,False,,,2.8536464955000005,2.806927489,0.27277372999999994
b4131,cadA,cadA;ldcI,lysine decarboxylase 1,Amino acid transport and metabolism,"RpoD,GadX,ArcA,CadC,Lrp,OmpR,H-NS,GadE-RcsB,ppGpp",P0A9H3,4356470,4358617,-,True,False,False,False,True,True,False,True,False,False,False,,,0.9791080679999999,1.269241595,0.2737089260000001
b4132,cadB,cadB,lysine:cadaverine antiporter,Amino acid transport and metabolism,"RpoD,YfeD,GadX,ArcA,CadC,Lrp,OmpR,H-NS,GadE-RcsB",P0AAE8,4358697,4360031,-,True,False,False,False,True,True,False,True,False,False,False,,,0.6146401775,0.6697153530100595,0.23312668501353556
b4133,cadC,cadC,DNA-binding transcriptional activator CadC,Transcription,"RpoD,YcjW,LeuO,Fnr,CadC,MlrA,OmpR,H-NS,GlaR",P23890,4360396,4361934,-,True,False,False,False,False,False,False,True,False,False,False,,,2.3132867944999997,2.540943043,0.5293788259999999
b4135,yjdC,yjdC;cutA3,putative DNA-binding transcriptional regulator YjdC,Transcription,"YdcN,ppGpp",P0ACU7,4362733,4363308,-,False,False,False,False,False,False,True,True,False,True,True,484.0,146.0,7.7432527125,7.1231106746526525,0.6054557643473473
b4136,dsbD,dsbD;cutA2;cycZ;dipZ,protein disulfide oxidoreductase - DsbDreduced,Energy production and conversion,,P36655,4363345,4365042,-,False,False,False,False,True,True,True,True,False,False,True,,177.0,5.733280923,5.3711617060000005,0.2894424589999991
b4137,cutA,cutA;cutA1;cycY,copper binding protein CutA,Inorganic ion transport and metabolism,"RpoD,ppGpp",P69488,4365018,4365356,-,True,False,False,False,False,False,True,True,False,False,False,51.5,,6.401785886500001,6.333082315,0.45152532899999986
b4138,dcuA,dcuA;genA,C4-dicarboxylate transporter DcuA,Function unknown,"RpoD,Fnr,Crp,NarL,DcuR,ArcA",P0ABN5,4365472,4366773,-,False,False,False,False,True,True,True,True,False,False,True,225.5,362.0,8.0755876565,7.631025200503664,0.40065733150366345
b4139,aspA,aspA,aspartate ammonia-lyase,Amino acid transport and metabolism,"RpoD,Fnr,Crp,NarL,DcuR,Lrp",P0AC38,4366891,4368327,-,True,False,False,False,True,True,True,True,False,False,True,523.0,193.0,5.802702971,6.682779854,1.075856709
b4140,fxsA,fxsA;yjeG,protein FxsA,Function unknown,"RpoH,Lrp",P37147,4368664,4369140,+,True,False,False,False,False,False,True,True,False,True,False,2.5,,4.5478737145,5.63712301,0.6046067719999995
b4141,yjeH,yjeH,L-methionine/branched chain amino acid exporter,Amino acid transport and metabolism,"Lrp,Nac",P39277,4369156,4370412,-,False,False,False,False,True,False,True,True,False,False,False,,,5.176678750000001,5.299278986,0.36783467899999955
b4142,groS,groS;groES;mopB,cochaperonin GroES,"Post-translational modification, protein turnover,and chaperones","RpoD,RpoH,gcvB,Lrp,Nac",P0A6F9,4370688,4370981,+,True,False,True,True,False,True,True,True,False,False,True,15834.0,7252.0,10.008044508000001,10.322352870263153,0.6185788921686566
b4143,groL,groL;groEL;mopA,chaperonin GroEL,"Post-translational modification, protein turnover,and chaperones","RpoD,RpoH,Lrp",P0A6F5,4371025,4372671,+,True,False,False,True,False,True,True,True,False,False,True,25864.0,10715.0,10.172946455,10.1791282,0.5801689239999988
b4144,yjeI,yjeI,DUF4156 domain-containing lipoprotein YjeI,Function unknown,"YidZ,ppGpp",P0AF70,4372809,4373162,+,True,False,False,False,False,False,True,True,False,True,True,1755.5,392.0,8.758386075,8.674820002999999,0.3845363250000009
b4145,yjeJ,yjeJ,protein YjeJ,Function unknown,"YidZ,Nac",P39279,4373365,4374234,-,False,False,False,False,False,False,True,True,False,True,False,,,3.0163985569999996,2.960026550681345,0.5045498643186548
b4146,epmB,epmB;yjeK,lysine 2%2C3-aminomutase,Energy production and conversion,,P39280,4374629,4375657,-,False,False,False,False,True,False,True,True,False,False,False,,,6.653477059,6.316977658,0.2746912660000005
b4147,efp,efp,protein chain elongation factor EF-P,"Translation, ribosomal structure and biogenesis","RpoD,ppGpp",P0A6N4,4375699,4376265,+,True,False,False,False,False,False,True,True,False,False,True,12547.0,230.0,10.124162245,9.587834479,0.45573945699999996
b4410,ecnA,ecnA,entericidin A lipoprotein%2C antidote to entericidin B,Function unknown,Nac,P0ADB4,4376317,4376442,+,True,False,False,False,False,False,True,True,False,False,False,,,6.028196021,5.206289217,0.6792348190000004
b4411,ecnB,ecnB;yjeU,bacteriolytic entericidin B lipoprotein,Function unknown,"OmpR,YbaQ,RpoS,Nac,ppGpp,micA",P0ADB7,4376553,4376699,+,True,False,False,False,False,False,True,True,False,False,True,42645.0,283.0,9.3548765935,8.668412088,1.3417592861695855
b4148,gdx,gdx;sugE,guanidinium exporter,"Intracellular trafficking, secretion, and vesicular transport",Guanidinium,P69937,4376875,4377192,+,True,False,False,False,False,False,True,True,False,False,False,,,5.4036037750000006,5.819585569,0.6237933780000002
b4149,blc,blc;yjeL,outer membrane lipoprotein Blc,Cell wall/membrane/envelope biogenesis,"RpoS,Nac,ppGpp",P0A901,4377189,4377722,-,True,False,False,False,False,False,True,True,False,True,False,74.5,,6.412589688,5.7752758470000005,1.1064705234002767
b4150,ampC,ampC;ampA,beta-lactamase,Defense mechanisms,"RpoD,BolA",P00811,4377811,4378944,-,False,False,False,False,False,False,True,True,False,False,True,10.0,148.0,5.0865922905000005,4.44368614,0.47324736899999964
b4151,frdD,frdD,fumarate reductase membrane protein FrdD,Energy production and conversion,"RpoD,RpoS,Fnr,NarL,DcuR",P0A8Q3,4379007,4379366,-,True,False,False,False,True,True,True,True,False,False,False,,,4.644380834,5.3186627726116615,0.8678121196116617
b4152,frdC,frdC,fumarate reductase membrane protein FrdC,Energy production and conversion,"RpoD,RpoS,Fnr,NarL,DcuR",P0A8Q0,4379377,4379772,-,True,False,False,False,True,True,True,True,False,False,False,,,4.317057222000001,5.505573122,1.032413536
b4153,frdB,frdB,fumarate reductase iron-sulfur protein,Energy production and conversion,"RpoD,RpoS,Fnr,NarL,DcuR,Lrp",P0AC47,4379783,4380517,-,True,False,False,False,True,True,True,True,False,False,True,181.0,305.0,4.9042796815,5.695455507132996,1.1208922821329956
b4154,frdA,frdA,fumarate reductase flavoprotein subunit,Energy production and conversion,"RpoD,ryhB,RpoS,Fnr,NarL,DcuR,Lrp",P00363,4380510,4382318,-,True,False,False,False,True,True,True,True,False,False,True,64.5,437.0,5.562484605,5.990834569,1.1325409830000002
b4155,epmA,epmA;genX;poxA;yjeA,EF-P-lysine lysyltransferase,"Translation, ribosomal structure and biogenesis",ppGpp,P0A8N7,4382643,4383620,+,True,False,False,False,False,False,True,True,False,False,False,,,5.1280202315,4.715868338,0.3222839070000001
b4156,yjeM,yjeM,putative transporter YjeM,Inorganic ion transport and metabolism,"ppGpp,Lrp,Nac",P39282,4383839,4385341,+,False,False,False,False,False,False,True,True,False,True,False,,,1.4795822515000001,2.262013979,0.43055069999999973
b4157,yjeN,yjeN,protein YjeN,No COG annotation,,P39283,4385393,4385707,+,False,False,False,False,False,False,True,True,False,True,False,,,1.911447743,2.395076761,0.5064152740000001
b4158,yjeO,yjeO,conserved inner membrane protein YjeO,Function unknown,,P39284,4385704,4386018,+,False,False,False,False,False,False,True,True,False,True,False,,,2.2657304844999997,2.688493709,0.44772606099999956
b4159,mscM,mscM;yjeP,miniconductance mechanosensitive channel MscM,Cell wall/membrane/envelope biogenesis,"RpoE,CpxR",P39285,4386047,4389370,-,False,False,False,False,True,False,True,True,False,False,False,,,4.8270327225,4.697187813,0.2552722909999998
b4160,psd,psd,phosphatidylserine decarboxylase proenzyme,Lipid transport and metabolism,"RpoE,CpxR",P0A8K1,4389392,4390360,-,False,False,True,True,True,True,True,True,False,False,True,1269.0,621.0,7.397515390500001,7.463189022000001,0.2440090889999995
b4161,rsgA,rsgA;engC;yjeQ,ribosome small subunit-dependent GTPase A,"Translation, ribosomal structure and biogenesis",GlaR,P39286,4390457,4391509,-,False,False,False,False,True,True,True,True,False,False,True,284.0,635.0,7.4035714485,7.681505025,0.2707795820000003
b4162,orn,orn;o204a;yjeR,oligoribonuclease,RNA processing and modification,GlaR,P0A784,4391604,4392149,+,False,False,True,True,False,True,True,True,False,False,True,442.5,400.0,6.9089318415,6.929058948262168,0.3184733927378325
b4670,yjeV,yjeV,uncharacterized protein YjeV,No COG annotation,,C1P621,4392892,4392945,+,False,False,False,False,False,False,False,True,False,True,False,,,,,
b4166,queG,queG;yjeS,epoxyqueuosine reductase,Energy production and conversion,,P39288,4392928,4394067,-,False,False,False,True,False,True,True,True,False,False,False,,,5.3439903245,4.877749816000001,0.4168050990000003
b4167,nnr,nnr;yjeF,NAD(P)HX epimerase/NAD(P)HX dehydratase,Coenzyme transport and metabolism,RpoD,P31806,4394066,4395613,+,False,False,False,False,True,False,True,True,False,False,False,,,6.20581898,5.604470397463118,0.5018014115368823
b4168,tsaE,tsaE;yjeE,N(6)-L-threonylcarbamoyladenine synthase%2C TsaE subunit,Function unknown,RpoD,P0AF67,4395585,4396046,+,False,False,True,False,False,False,True,True,False,False,False,,,6.358506962,6.104315954,0.3496104770000006
b4169,amiB,amiB;yjeD,N-acetylmuramoyl-L-alanine amidase B,Cell wall/membrane/envelope biogenesis,"RpoD,YbaQ,Nac",P26365,4396065,4397402,+,False,False,False,False,True,True,True,True,False,False,False,7.5,,5.990108369,6.045551809,0.281979561
b4170,mutL,mutL,DNA mismatch repair protein MutL,"Replication, recombination and repair","RpoD,YidZ,RpoH",P23367,4397412,4399259,+,True,False,False,False,False,False,True,True,False,False,False,11.5,,6.1934426899999995,5.987722227000001,0.292885362999999
b4171,miaA,miaA;trpX,tRNA dimethylallyltransferase,"Translation, ribosomal structure and biogenesis","RpoD,RpoH",P16384,4399252,4400202,+,True,False,False,True,False,True,True,True,False,False,True,54.0,133.0,8.852991603,9.172283816,0.2970195649999994
b4172,hfq,hfq,RNA-binding protein Hfq,"Translation, ribosomal structure and biogenesis","RpoD,RpoH,Crp,Nac",P0A6X3,4400288,4400596,+,False,False,False,False,False,False,True,True,False,False,True,1465.0,363.0,10.452961105,10.516163391807911,0.2207574918079107
b4173,hflX,hflX,ribosome rescue factor HflX,"Translation, ribosomal structure and biogenesis","RpoD,RpoH,Crp",P25519,4400672,4401952,+,False,False,False,False,True,False,True,True,False,False,True,217.5,312.0,8.4666830905,8.402434142999999,0.24286115200000147
b4174,hflK,hflK;hflA,regulator of FtsH protease,"Post-translational modification, protein turnover,and chaperones","RpoD,RpoH,Crp",P0ABC7,4402038,4403297,+,False,False,False,False,False,False,True,True,False,False,True,1184.0,1547.0,8.857149114,8.735899997,0.25444494889749514
b4175,hflC,hflC;hflA,regulator of FtsH protease,"Post-translational modification, protein turnover,and chaperones","RpoD,RpoH,Crp",P0ABC3,4403300,4404304,+,False,False,False,False,False,False,True,True,False,False,True,1057.0,1185.0,8.765254866,8.540709955,0.2766517639999986
b4176,yjeT,yjeT,DUF2065 domain-containing protein YjeT,Function unknown,,P0AF73,4404386,4404583,+,True,False,False,False,False,False,True,True,False,True,False,,,4.048113927,4.796763821,0.583305205014538
b4177,purA,purA;adeK,adenylosuccinate synthetase,Nucleotide transport and metabolism,"RpoD,YebK,YhjC,GadE,MarA,PurR",P0A7D4,4404687,4405985,+,False,False,False,False,True,True,True,True,False,False,True,5966.5,6953.0,10.407381435000001,10.34649062,0.33428432999999913
b4178,nsrR,nsrR;yjeB,DNA-binding transcriptional repressor NsrR,Transcription,,P0AF63,4406190,4406615,+,True,False,False,False,False,False,True,True,False,False,False,,,5.531808418000001,6.517441353896753,0.49435146189675194
b4179,rnr,rnr;vacB;yjeC,RNase R,"Translation, ribosomal structure and biogenesis",Lrp,P21499,4406654,4409095,+,False,False,False,False,False,False,True,True,False,False,True,323.0,625.0,6.828710748000001,7.050135486,0.39500202599999934
b4180,rlmB,rlmB;yjfH,23S rRNA 2'-O-ribose G2251 methyltransferase,"Translation, ribosomal structure and biogenesis",,P63177,4409275,4410006,+,False,False,False,True,False,True,True,True,False,False,True,275.5,310.0,6.6902860345,6.436588201,0.36378008121866223
b4181,yjfI,yjfI,conserved protein YjfI,Function unknown,,P0AF76,4410133,4410534,+,True,False,False,False,False,False,False,True,False,True,False,,,0.43660436799999996,1.725930353,0.6178886078446595
b4182,yjfJ,yjfJ,putative transcriptional regulator effector protein,Transcription,YidZ,P0AF78,4410553,4411251,+,False,False,False,False,False,False,False,True,False,True,False,,,1.5218537319999998,1.42710291,0.43481634999999985
b4183,yjfK,yjfK,conserved protein YjfK,Function unknown,YidZ,P39293,4411302,4411961,+,False,False,False,False,False,False,False,True,False,True,False,,,1.356966241,1.2975149259999998,0.37283643200000016
b4184,yjfL,yjfL,conserved inner membrane protein YjfL,Function unknown,,P0AF80,4411979,4412377,+,False,False,False,False,False,False,False,True,False,True,False,,,0.790104492,1.0758025690000002,0.5102499709999999
b4185,yjfM,yjfM,DUF1190 domain-containing protein YjfM,Function unknown,,P39295,4412387,4413025,+,False,False,False,False,False,False,False,True,False,True,False,,,1.020444651,1.2158533220467622,0.3875141260467623
b4186,yjfC,yjfC,putative acid--amine ligase YjfC,Amino acid transport and metabolism,,P33222,4413028,4414191,+,False,False,False,False,False,False,False,True,False,True,False,,,1.2606495385,1.465487258,0.33609445451771625
b4187,aidB,aidB,putative acyl-CoA dehydrogenase AidB,Lipid transport and metabolism,"RpoD,YidZ,RpoS,AidB,Ada,ppGpp,Lrp",P33224,4414275,4415900,+,True,False,False,False,False,False,False,True,False,False,False,11.0,,5.22646821,4.0834236110000015,1.1350923739999983
b4188,yjfN,yjfN,protease activator,Function unknown,CpxR,P0AF82,4416017,4416292,-,True,False,False,False,False,False,False,True,False,True,False,,,4.281549371500001,4.545903555,0.8178572540000006
b4189,bsmA,bsmA;yjfO,DUF1471 domain-containing putative lipoprotein BsmA,Function unknown,"YciT,RpoS",P39297,4416441,4416770,-,True,False,False,False,False,False,False,True,False,True,False,,,5.224845318,5.566848877000001,0.9487941630000005
b4190,yjfP,yjfP,carboxylesterase,Function unknown,Lrp,P39298,4416952,4417701,+,False,False,False,False,False,False,False,True,False,False,False,113.0,,4.9597381445,4.654633918,0.34629141699999977
b4191,ulaR,ulaR;yjfQ,DNA-binding transcriptional repressor UlaR,Transcription,,P0A9W0,4417698,4418453,-,False,False,False,False,False,False,False,True,False,False,False,20.0,,5.351829776500001,4.907901983,0.3352766839999992
b4192,ulaG,ulaG;yjfR,L-ascorbate-6-phosphate lactonase,Function unknown,"IHF,UlaR",P39300,4418561,4419625,-,False,False,False,False,True,True,False,True,False,False,False,,,2.584835495,2.753601049,0.44876490800000024
b4193,ulaA,ulaA;sgaT;yjfS,L-ascorbate specific PTS enzyme IIC component,Function unknown,"RpoD,YciT,IHF,Crp,UlaR",P39301,4419980,4421377,+,False,False,False,False,True,True,False,True,False,False,False,,,1.2977112490000002,1.4381045569674489,0.3339079769674489
b4194,ulaB,ulaB;sgaB;yjfT,L-ascorbate specific PTS enzyme IIB component,Carbohydrate transport and metabolism,"RpoD,IHF,Crp,UlaR",P69822,4421393,4421698,+,False,False,False,False,True,True,False,True,False,False,False,,,1.9113795015,2.394034161,0.4721303480000001
b4195,ulaC,ulaC;ptxA;sgaA;yjfU,L-ascorbate specific PTS enzyme IIA component,Carbohydrate transport and metabolism,"RpoD,IHF,Crp,UlaR",P69820,4421708,4422172,+,False,False,False,False,True,True,False,True,False,False,False,,,2.3784195190000004,2.44035962,0.3914137740000001
b4196,ulaD,ulaD;sgaH;yjfV,3-keto-L-gulonate-6-phosphate decarboxylase UlaD,Nucleotide transport and metabolism,"RpoD,IHF,Crp,UlaR",P39304,4422186,4422836,+,False,False,False,False,True,True,False,True,False,False,False,,,3.525101755,3.230528394,0.39464306699320995
b4197,ulaE,ulaE;sgaU;yjfW,L-ribulose-5-phosphate 3-epimerase UlaE,Carbohydrate transport and metabolism,"RpoD,YidZ,IHF,Crp,UlaR",P39305,4422846,4423700,+,False,False,False,False,True,True,False,True,False,False,False,,,2.5327531485000003,2.7262169810000003,0.39101206
b4198,ulaF,ulaF;sgaE;yjfX,L-ribulose-5-phosphate 4-epimerase UlaF,Carbohydrate transport and metabolism,"RpoD,IHF,Crp,UlaR",P39306,4423700,4424386,+,False,False,False,False,True,True,True,True,False,False,False,,,3.17058984,2.8930375410000004,0.41430384199999937
b4199,yjfY,yjfY,DUF1471 domain-containing protein YjfY,Function unknown,"GlaR,ppGpp",P0AF86,4424516,4424791,-,False,False,False,False,False,False,True,True,False,True,False,,,3.0459923565,3.975949136,0.9240428879999998
b4200,rpsF,rpsF,30S ribosomal subunit protein S6,"Translation, ribosomal structure and biogenesis","RpoD,Crp,ppGpp,GlaR,RpsR-RpsF",P02358,4425118,4425513,+,True,False,False,True,False,True,True,True,False,False,True,11240.5,3699.0,12.593721105,11.52446834,0.4914323500000002
b4201,priB,priB,primosomal replication protein N,"Replication, recombination and repair","RpoD,Crp,ppGpp,RpsR-RpsF",P07013,4425520,4425834,+,True,False,False,False,False,False,True,True,False,False,False,7.5,,11.435748415,11.282308470990763,0.42529181383117276
b4202,rpsR,rpsR,30S ribosomal subunit protein S18,"Translation, ribosomal structure and biogenesis","RpoD,Crp,ppGpp,RpsR-RpsF",P0A7T7,4425839,4426066,+,True,False,True,True,False,True,True,True,False,False,True,19189.0,2907.0,11.460605865,11.39031555292747,0.5410167630492619
b4203,rplI,rplI,50S ribosomal subunit protein L9,"Translation, ribosomal structure and biogenesis","RpoD,ppGpp,Crp,RpsR-RpsF",P0A7R1,4426108,4426557,+,True,False,False,True,False,True,True,True,False,False,True,21850.0,14008.0,11.525151995,11.0916905,0.47580694
b4204,yjfZ,yjfZ,protein YjfZ,Function unknown,"ppGpp,Nac",P39308,4426628,4427422,-,False,False,False,False,False,False,True,True,False,True,False,,,2.1663914695,1.990012017,0.4130328700785506
b4205,ytfA,ytfA,putative transcriptional regulator YtfA,Transcription,,,4427694,4428095,+,True,False,False,False,False,False,True,True,True,False,False,,,1.1962552065,0.7782258959999999,0.4012800670000001
b4206,ytfB,ytfB,cell division protein YtfB,Cell wall/membrane/envelope biogenesis,"ppGpp,Lrp,Nac",P39310,4428079,4428717,-,False,False,False,False,False,False,True,True,False,True,False,172.0,,7.153641427,7.153648402000001,0.41537238800000065
b4207,fklB,fklB;ytfC,FKBP-type peptidyl-prolyl cis-trans isomerase FklB,"Post-translational modification, protein turnover,and chaperones",Nac,P0A9L3,4428935,4429555,+,False,False,False,False,False,False,True,True,False,False,True,3191.0,2470.0,8.492076371500001,8.058359421,0.32500211637961485
b4208,cycA,cycA;dagA;ytfD,serine/alanine/glycine/cycloserine:H(+)symporter,Amino acid transport and metabolism,"gcvB,Lrp,Nac,ArcA",P0AAE0,4429864,4431276,+,True,False,False,True,True,True,True,True,False,False,True,354.0,560.0,7.282069638,7.271035322999999,0.4543607192419179
b4209,ytfE,ytfE,iron-sulfur cluster repair protein YtfE,"Cell cycle control, cell division, chromosome partitioning","Fnr,NarP,NarL,NsrR",P69506,4431321,4431983,-,True,False,False,False,True,True,True,True,False,False,False,6.0,,1.8543737385,2.196586852,0.47975866029406
b4210,ytfF,ytfF,inner membrane protein YtfF,Amino acid transport and metabolism,,P39314,4432091,4433056,-,True,False,False,False,False,False,True,True,False,True,False,,,4.3309136175,3.8127031249468377,0.42041926905316185
b4211,qorB,qorB;qor2;ytfG,NAD(P)H:quinone oxidoreductase,Carbohydrate transport and metabolism,,P39315,4433164,4434024,-,False,False,False,False,False,False,True,True,False,False,False,208.5,,4.404306576,4.170400151159556,0.34519947099950476
b4212,ytfH,ytfH,putative transcriptional regulator YtfH,Transcription,,P0ACN2,4434113,4434493,+,False,False,False,False,False,False,True,True,False,True,False,,,4.413559914,4.226535497,0.3757097810000003
b4213,cpdB,cpdB,2'3' cyclic nucleotide phosphodiesterase/3' nucleotidase,Nucleotide transport and metabolism,"RpoD,Crp,Nac",P08331,4434622,4436565,-,False,False,False,False,True,True,True,True,False,False,True,213.5,203.0,5.38618149,5.483346787988085,0.5293400333551457
b4214,cysQ,cysQ;amtA,3'(2')%2C5'-bisphosphate nucleotidase,Inorganic ion transport and metabolism,"Nac,ppGpp",P22255,4436755,4437495,+,True,False,False,False,True,True,True,True,False,False,True,920.5,329.0,6.0347410695,6.6476978870000005,0.5008590990000013
b4215,ytfI,ytfI,protein YtfI,No COG annotation,ppGpp,P39317,4437707,4438645,+,False,False,False,False,False,False,True,True,False,True,False,,,0.9478310155,1.777451235,0.48904811299999995
b4216,ytfJ,ytfJ,protein YtfJ,Function unknown,"RpoE,Lrp,Nac,spf",P39187,4438708,4439262,-,True,False,False,False,False,False,True,True,False,True,False,60.5,,3.8471169245,3.9401378010043935,0.8171483583636858
b4217,ytfK,ytfK,DUF1107 domain-containing protein YtfK,Function unknown,"PhoB,RpoS,Lrp,Nac",P0ADE2,4439587,4439793,+,True,False,False,False,False,False,True,True,False,True,False,,,6.899577481,8.058881222598906,0.9631786375989062
